"id","name_en","name_ar","name_he","slug","district_1945","subdistrict_1945","district_isr","type_special","pop_1922","pop_1931","type_1945","grp_1945","pop_1945","pal_1945","jsh_1945","change_2016","type_2016","grp_2016","pop_2016","pal_2016","jsh_2016","oth_2016","start","end","lat","lng","map_20k","id_zo","id_pr","id_as","id_old","id_pq","url_pr","url_pq_en","url_pq_ar","notes"
"731","Na'in","نين","","nain","Galilee","Nazareth","Northern","","157","189","Village","Palestinian","270","270","","Remaining","Village","Palestinian","1800","1800","","","","","32.629588","35.349189","yes","","1456","","3167","80","GeoPoints/Na_in_1456","","",""
"732","Na'ura","ناعورة","","naura","Galilee","Nazareth","Northern","","200","203","Village","Palestinian","340","340","","Remaining","Village","Palestinian","2200","2200","","","","","32.615561","35.393037","yes","","1440","","3168","79","GeoPoints/Na_ura_1440","","",""
"733","Nazareth","الناصرة","","nazareth","Galilee","Nazareth","Northern","1945_Urban","7424","8756","Town","Palestinian","14200","14200","","Remaining","City","Palestinian","75800","75800","","","","1948-06-07","32.703194","35.296993","yes","","538","","3169","60","Nazareth/Nazareth","","",""
"734","al-Reina","الرينة","","al-reina","Galilee","Nazareth","Northern","","787","1015","Village","Palestinian","1290","1290","","Built over","","Palestinian","18600","18600","","","","1948-07-15","32.723097","35.313096","yes","","1520","","3170","81","GeoPoints/Reina_1520","","",""
"735","Rummana","رمّانة","","rummana-nazareth","Galilee","Nazareth","Northern","","37","197","Village","Palestinian","590","590","","Remaining","Village","Palestinian","1100","1100","","","","","32.788189","35.311237","yes","","1526","","3171","82","GeoPoints/Rummana_1526","","",""
"736","Saffuriyya","صفورية","סֿפוּרִיּה","safuriyya","Galilee","Nazareth","","","2582","3147","Village","Palestinian","4330","4330","","Depopulated","","","","","","","","1948-07-16","32.751888","35.277792","yes","49363","1537","409","3172","83","Nazareth/Saffuriyya","17130/saffuriyya","22321/صفورية",""
"737","Sarid","ساريد","שריד","sarid","Galilee","Nazareth","Northern","","","","Settlement","Jewish","350","","350","Remaining","Settlement","Jewish","900","","800","100","1926","","32.662474","35.226144","yes","","2594","","3173","59","","","",""
"738","Sulam","سولم","","sulam","Galilee","Nazareth","Northern","","370","328","Village","Palestinian","470","470","","Remaining","Village","Palestinian","2500","2500","","","","","32.606025","35.334640","yes","","1616","","3174","84","GeoPoints/Sulam__Shunem__1616","","",""
"739","Tamra","تمرة","","tamra-nazareth","Galilee","Nazareth","Northern","","104","193","Village","Mixed","240","160","80","Remaining","Village","Palestinian","1500","1500","","","","","32.634865","35.403228","yes","","1633","","3175","85","GeoPoints/Tamra_1633","","",""
"740","Tel 'Adashim","تل عداشيم","תל עדשים","tel-adashim","Galilee","Nazareth","Northern","","","","Settlement","Jewish","360","","360","Remaining","Settlement","Jewish","1500","","1400","100","1923","","32.655447","35.300490","yes","","1894","","3176","86","","","",""
"741","Tur'an","ترعان","","turan","Galilee","Nazareth","Northern","","768","961","Village","Palestinian","1350","1350","","Remaining","Village","Palestinian","13500","13500","","","","","32.776418","35.370230","yes","","1655","","3177","87","GeoPoints/Tur_an_1655","","",""
"742","Umm Qubei (Khirbat Malta)","أم قبيع","","umm-qubei-khirbat-malta","Galilee","Nazareth","Northern","","","","Village","Palestinian","","","","Depopulated","","","","","","","","","32.711108","35.292286","yes","","1672","","3178","88","GeoPoints/Umm_Qubei_Kh__Malta_1672","","",""
"743","Uzeir","","","uzeir","Galilee","Nazareth","Northern","","70","88","Village","Palestinian","150","150","","Remaining","Village","Palestinian","3100","3100","","","","","32.792644","35.330771","yes","","598","","3179","87","GeoPoints/_Uzeir_598","","",""
"744","Yafa","يافا","","yafa","Galilee","Nazareth","Northern","","615","833","Village","Palestinian","1070","1070","","Remaining","Village","Palestinian","18400","18400","","","","","32.688301","35.275573","yes","","1695","","3180","90","GeoPoints/Yaffa_1695","","",""
"745","Abu Qashsh","أبو قش","","abu-qashsh","Jerusalem","Ramallah","West Bank","","171","246","Village","Palestinian","300","300","","Remaining","Village","Palestinian","1797","1797","","","","","31.949560","35.184046","yes","","651","","3181","254","GeoPoints/Abu_Qashsh_651","","",""
"746","Abu Shukheidim","أبو شخيدم","","abu-shukheidim","Jerusalem","Ramallah","West Bank","","139","201","Village","Palestinian","250","250","","Remaining","Village","Palestinian","","","","","","","31.963980","35.170105","yes","","666","","3182","255","GeoPoints/Abu_Shukheidim_666","","",""
"747","Abud","عابود","","abud","Jerusalem","Ramallah","West Bank","","754","910","Village","Palestinian","1080","1080","","Remaining","Village","Palestinian","2667","2667","","","","","32.015894","35.067641","yes","","543","","3183","245","GeoPoints/_Abud_543","","",""
"748","Ibwein","عبوين","","ibwein","Jerusalem","Ramallah","West Bank","","543","695","Village","Palestinian","880","880","","Remaining","Village","Palestinian","3991","3991","","","","","32.036425","35.202200","yes","","544","","3184","246","GeoPoints/_Abwein__Ibwein_544","","",""
"749","Ajjul","عجول","","ajjul","Jerusalem","Ramallah","West Bank","","202","292","Village","Palestinian","350","350","","Remaining","Village","Palestinian","1583","1583","","","","","32.023869","35.180242","yes","","546","","3185","247","GeoPoints/_Ajjul_546","","",""
"750","Arura","عارورة","","arura","Jerusalem","Ramallah","West Bank","","426","566","Village","Palestinian","660","660","","Remaining","Village","Palestinian","","","","","","","32.041981","35.170585","yes","","568","","3186","248","GeoPoints/_Arura_568","","",""
"751","Atara","عطارة","","atara","Jerusalem","Ramallah","West Bank","","407","559","Village","Palestinian","690","690","","Remaining","Village","Palestinian","2905","2905","","","","","32.004366","35.208816","yes","","572","","3187","249","GeoPoints/_Atara_572","","",""
"752","Ayn Arik","عين عريك","","ayn-arik","Jerusalem","Ramallah","West Bank","","365","494","Village","Palestinian","610","610","","Remaining","Village","Palestinian","2005","2005","","","","","31.906768","35.142460","yes","","577","","3188","250","GeoPoints/_Ayn__Arik_577","","",""
"753","Ayn Qinya","عين قينيا","","ayn-qinya","Jerusalem","Ramallah","West Bank","","56","83","Village","Palestinian","100","100","","Remaining","Village","Palestinian","1039","1039","","","","","31.926765","35.148088","yes","","583","","3189","251","GeoPoints/_Ayn_Kiniya_583","","",""
"754","Ayn Sinya","عين سينيا","","ayn-sinya","Jerusalem","Ramallah","West Bank","","114","","Village","Palestinian","330","330","","Remaining","Village","Palestinian","910","910","","","","","31.972650","35.229491","yes","","585","","3190","252","GeoPoints/_Ayn_Siniya_585","","",""
"755","Ayn Yabrud","عين يبرود","","ayn-yabrud","Jerusalem","Ramallah","West Bank","","576","788","Village","Palestinian","930","930","","Remaining","Village","Palestinian","3838","3838","","","","","31.955323","35.244379","yes","","586","","3191","253","GeoPoints/_Ayn_Yabrud_586","","",""
"756","Bayt Liqya","بيت لقيا","","bayt-liqya","Jerusalem","Ramallah","West Bank","","739","858","Village","Palestinian","1040","1040","","Remaining","Village","Palestinian","9866","9866","","","","","31.869421","35.068489","yes","","875","","3192","258","GeoPoints/Bayt_Liqya_875","","",""
"757","Bayt Rima","بيت ريما","","bayt-rima","Jerusalem","Ramallah","West Bank","","555","746","Village","Palestinian","930","930","","Remaining","Village","Palestinian","","","","","","","32.033666","35.103221","yes","","882","","3193","259","GeoPoints/Bayt_Rima_882","","",""
"758","Bayt Sira","بيت سيرا","","bayt-sira","Jerusalem","Ramallah","West Bank","","","","Village","Palestinian","540","540","","Remaining","Village","Palestinian","3518","3518","","","","","31.887893","35.044391","yes","","886","","3194","260","GeoPoints/Bayt_Sira_886","","",""
"759","Bayt Ur al-Fuqa","بيت عور الفوقا","","bayt-ur-al-fuqa","Jerusalem","Ramallah","West Bank","","147","","Village","Palestinian","210","210","","Remaining","Village","Palestinian","1106","1106","","","","","31.885671","35.113412","yes","","851","","3195","989","GeoPoints/Bayt__Ur_al_Fauqa_851","","",""
"760","Bayt Ur al-Tahta","بيت عور التحتا","","bayt-ur-al-tahta","Jerusalem","Ramallah","West Bank","","470","611","Village","Palestinian","710","710","","Remaining","Village","Palestinian","5595","5595","","","","","31.894852","35.085613","yes","","852","","3196","257","GeoPoints/Bayt__Ur_al_Tahta_852","","",""
"761","Beitillu","بيتلو","","beitillu","Jerusalem","Ramallah","West Bank","","252","440","Village","Palestinian","490","490","","Remaining","Village","Palestinian","","","","","","","31.977885","35.115395","yes","","896","","3197","261","GeoPoints/Beitillu_896","","",""
"762","Beitin","بيتين","","beitin","Jerusalem","Ramallah","West Bank","","446","566","Village","Palestinian","690","690","","Remaining","Village","Palestinian","2742","2742","","","","","31.926284","35.239199","yes","","897","","3198","984","GeoPoints/Beitin_897","","",""
"763","Beitunya","بيتونيا","","beitunya","Jerusalem","Ramallah","West Bank","","948","1213","Village","Palestinian","1490","1490","","Remaining","City","Palestinian","25288","25288","","","","","31.886533","35.169225","yes","","898","","3199","262","GeoPoints/Beituniya_898","","",""
"764","Bir Zeit","بير زيت","","bir-zeit","Jerusalem","Ramallah","West Bank","","896","1233","Village","Palestinian","1560","1560","","Remaining","Village","Palestinian","5796","5796","","","","","31.970079","35.200301","yes","","917","","3200","263","GeoPoints/Bir_Zeit_917","","",""
"765","al-Bira","البِيرَة","","al-bira-ramallah","Jerusalem","Ramallah","West Bank","","1479","2292","Village","Palestinian","2920","2920","","Remaining","City","Palestinian","48887","48887","","","","","31.905094","35.214968","yes","","1005","","3201","274","GeoPoints/al_Bira_1005","","",""
"766","Burham","برهام","","burham","Jerusalem","Ramallah","West Bank","","74","122","Village","Palestinian","150","150","","Remaining","Village","Palestinian","788","788","","","","","31.988821","35.174054","yes","","926","","3202","256","GeoPoints/Burham_926","","",""
"767","Burqa","برقة","","burqa-ramallah","Jerusalem","Ramallah","West Bank","","268","320","Village","Palestinian","380","380","","Remaining","Village","Palestinian","2675","2675","","","","","31.894757","35.253787","yes","","930","","3203","264","GeoPoints/Burqa_930","","",""
"768","Dayr Abu Mash'al","دير أبو مشعل","","dayr-abu-mashal","Jerusalem","Ramallah","West Bank","","289","404","Village","Palestinian","510","510","","Remaining","Village","Palestinian","4507","4507","","","","","31.999101","35.063380","yes","","951","","3204","267","GeoPoints/Dayr_Abu_Mash_al_951","","",""
"769","Dayr 'Ammar","دير عمار","","dayr-ammar","Jerusalem","Ramallah","West Bank","","265","316","Village","Palestinian","350","350","","Remaining","Village","Palestinian","","","","","","","31.967544","35.102692","yes","","948","","3205","265","GeoPoints/Dayr__Ammar_948","","",""
"770","Dayr Dibwan","دير دبوان","","dayr-dibwan","Jerusalem","Ramallah","West Bank","","1382","1688","Village","Palestinian","2080","2080","","Remaining","Village","Palestinian","6721","6721","","","","","31.910633","35.271444","yes","","955","","3206","268","GeoPoints/Dayr_Dibwan_955","","",""
"771","Dayr Ghassana","دير غسانة","","dayr-ghassana","Jerusalem","Ramallah","West Bank","","625","753","Village","Palestinian","880","880","","Remaining","Village","Palestinian","","","","","","","32.046458","35.097546","yes","","963","","3207","266","GeoPoints/Dayr_Ghassana_963","","",""
"772","Dayr Ibzi'","دير ابزيع","","dayr-ibzi","Jerusalem","Ramallah","West Bank","","262","360","Village","Palestinian","410","410","","Remaining","Village","Palestinian","2648","2648","","","","","31.916240","35.115396","yes","","966","","3208","270","GeoPoints/Dayr_Ibzi__966","","",""
"773","Dayr Jarir","دير جرير","","dayr-jarir","Jerusalem","Ramallah","West Bank","","739","847","Village","Palestinian","1080","1080","","Remaining","Village","Palestinian","5101","5101","","","","","31.963739","35.298741","yes","","968","","3209","271","GeoPoints/Dayr_Jarir_968","","",""
"774","Dayr Nidham","دير نظام","","dayr-nidham","Jerusalem","Ramallah","West Bank","","106","166","Village","Palestinian","190","190","","Remaining","Village","Palestinian","1125","1125","","","","","32.003256","35.114206","yes","","971","","3210","272","GeoPoints/Dayr_Nidham_971","","",""
"775","Dayr al-Surdan","دير السودان","","dayr-al-surdan","Jerusalem","Ramallah","West Bank","","173","243","Village","Palestinian","280","280","","Remaining","Village","Palestinian","2548","2548","","","","","32.034178","35.148261","yes","","962","","3211","269","GeoPoints/Dayr_al_Sudan_962","","",""
"776","Dura al-Qari'","دورا القرع","","dura-al-qari","Jerusalem","Ramallah","West Bank","","191","303","Village","Palestinian","370","370","","Remaining","Village","Palestinian","3707","3707","","","","","31.955257","35.227726","yes","","983","","3212","273","GeoPoints/Dura_al_Qari__983","","",""
"777","Jammala","جمالة","","jammala","Jerusalem","Ramallah","West Bank","","119","164","Village","Palestinian","200","200","","Remaining","Village","Palestinian","","","","","","","31.972229","35.093153","yes","","1213","","3213","281","GeoPoints/Jammala_1213","","",""
"778","al-Janiya","الجانِيَة","","al-janiya","Jerusalem","Ramallah","West Bank","","180","250","Village","Palestinian","300","300","","Remaining","Village","Palestinian","1488","1488","","","","","31.938665","35.120206","yes","","1024","","3214","295","GeoPoints/al_Janiya_1024","","",""
